id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
1226,"Who knows why this is just a chademo? This is a great place for lunch and shopping, he should add some L2s here!",1,0,0,0,0,1,0,0
1227,It was always a great place to park at the airport. Nice people and a great fee.,1,0,0,0,0,1,0,0
1228,Charging at 348 km / h. Lunch at the Mexican restaurant next door in the parking lot.,0,0,0,0,0,1,1,0
1229,Here for 1 hour 30 min.,0,0,0,0,1,0,0,0
1230,Still on a downward spiral,1,0,0,0,0,0,0,0
1231,"19.04.2015 Successful full charging of the Tesla Model S with the CHAdeMO Tesla Adapter. Telephone aviation information to transmit credit card information. First connect the adapter to Tesla, then plug the fast charging plug DC into the adapter worked best. Charged at 118 MPH. Across the street from the Blue Whale Restaurant, where we enjoyed a great breakfast. First time using my new CHAdeMo Tesla Adapter.",1,0,0,0,0,1,0,0
1232,gray fiat. Indicator on the dashboard. flashes orange when charging. Turns off when full.,0,0,0,0,0,0,0,1
1233,"One spot was taken by Blatt, the other iced by BMW. Call Burbank Traffic to get the ticket resolved.",0,0,1,0,0,0,0,0
1234,"These are the most difficult and unreliable devices. I have tried three locations that press the right buttons and nothing. The devices in front of the building are not protected and usually blocked. This car dealership is not focused on electric vehicles and has most of the devices in every car dealership, solar panels and so on. Years ago good intentions, but management is not interested in it. Too bad. I went to the Kings Ford dealership. I was greeted, offered Starbucks coffee and successfully recharged.",1,0,1,0,0,0,0,1
1235,The QC was out of action at 1am on 22 / 12 / 14.,1,0,0,0,0,0,0,0
1236,Level 3 in operation,1,0,0,0,0,0,0,0
1237,Real nice people at the dealer who charge for a while.,0,0,0,0,0,1,0,0
1238,"Fellow Leaf owner successfully charges to 220 system. 480 VAC system installed, but not yet online.",1,0,0,0,1,0,1,1
1239,The fast charge is off!,1,0,0,0,0,0,0,0
1240,CCS Combo now active: Thanks to Georgia Power!,1,0,0,0,0,0,0,0
1241,Level 3 works as normal.,1,0,0,0,0,0,0,0
1242,"Adam, the two connectors are for the two different DCFC standards Chademo (Leaf only) and SAE Combo (BMW and other future cars).",0,0,0,0,1,0,0,0
1243,"Hello Humming Blue, I assume that both channels are used? Can you comment on when one is available? Thank you!",0,0,0,0,1,0,0,0
1244,"when you sell the sheet, you are very friendly and tell us that charging stations are available. after the shop closes, park unsold cars, block access, turn off the fast charger and treat you even more rudely if you want to charge your car. ridiculous",0,0,0,0,0,1,0,1
1245,"The Parkmobile app is not user friendly... Charging time starts as soon as payment is accepted through the app, so make sure your vehicle is connected and ready to hand (please click # after pin, instructions do not tell you) We lost about 12 minutes due to bad sigh instructions and no phone number to call for help. You have an email that will contact you within 48 hours. Thanks to Parkmobile, we will avoid these charging stations for now. _ x1f44e _ _ x1f44e _ _ x1f44e _ _ x1f44e _",1,0,0,1,0,0,0,1
1246,Black Tesla and SUV have been around since last night!,0,0,1,0,0,0,0,1
1247,"I suggest using 30 amps just to be safe. During loading, walk down to the river on the beautiful bike path that leads from the end of the fir tree road down to the campsite (the roads are in alphabetical order).",1,0,0,0,0,1,1,0
1248,"The app says that the quick charger is ""in use."" No. When I arrived there yesterday, it was not activated. I called the support number and was told that it was ""offline."" No information and when this would change.",1,0,0,0,0,0,0,0
1249,"Used the charger Chargepoint across the street from Homewood Suites for free. (This was skipped, although it was nice of them to install it)",0,0,0,1,0,1,0,0
1250,saved me!,0,1,0,0,0,0,0,0
1251,This place rocks! Thanks for the fee 24 / 7,0,0,0,0,0,1,0,0
1252,"These stations don't work, so don't bother stopping here.",1,0,0,0,0,0,0,0
1253,"Problem with the CCS / SAE cable - no visible damage, but tried 5 + times to start a session. Each time, the device would shut down after less than a minute or the cable check would fail.",1,0,0,0,0,0,0,0
1254,"For some reason turned off, could not be charged.",1,0,0,0,0,0,0,0
1255,"The Chademo charger was not ready to use - it looks like the screen has frozen, and the two L2 chargers looked like they were ready to charge. They have 70A and also had a NEMA 14-50 (240V) plug and a 120V socket.",1,1,0,0,0,0,1,0
1256,"There are, I think, 12 different vehicles using the two charging ports in the south garage. Some are good at charging, others are hacking around all day. Sorry, you couldn't find an open charging point. I've had this before and had to use the flashing station in the hotel half a mile away.",0,0,0,0,1,0,0,0
1257,"Both chargers are coming soon - they are in a great location near BJ's. Near 38.00536, -122.54514 (long, lat).",0,0,1,0,0,1,0,0
1258,"The cost of parking is $3.00 for the first hour and $2.00 per half hour, every half hour thereafter up to a daily maximum of $30.00.",0,0,0,1,0,0,0,0
1259,Chademo worked well. Looks like the combi charger works as well.,1,0,0,0,0,0,0,0
1260,"This CHAdeMO works great, but I think Blink have increased their prices, now $8 for a fee, kind of expensive!",0,0,0,1,0,0,0,0
1261,A Nissan Altima and a Chevy Malibu blocked the charging station. The manager was very friendly and moved the Altima for me.,0,0,1,0,0,1,0,1
1262,"Difficult to figure out the number. I'm sure there were large numbers somewhere, but I missed them and had to look at the small serial number on the device.",0,0,0,1,0,0,0,0
1263,"The manager instructed the receptionist that the charger was NOT available to the public. 12 miles down the road, this almost left us stranded. Fortunately, the Honda dealer was extremely courteous and did everything to provide us with an excellent service.",0,1,0,0,0,1,0,1
1264,on the side of the Wild Goose Café,0,0,0,0,0,1,0,0
1265,"On the screen: ""The charger is defective, the problem has been reported.""",1,0,0,0,0,0,0,0
1266,"OK, to pull me off after loading. Should be completed around 11: 30.",0,0,0,0,1,0,0,0
1267,"This station was either out of service or the parking lot was occupied by a non-electric vehicle every time you tried to use it. It works today, but the constant sunlight from the south clouds the control panel. Add bright sunlight to the cloudy control panel during the day, and it is very difficult to read the control panel.",1,0,1,0,0,1,0,0
1268,Everything worked.,1,0,0,0,0,0,0,0
1269,"Black Friday, every spot full",0,0,1,0,0,0,0,0
1270,"The descriptions on the plug-share are confusing and I'm not sure why there are two separate listings. There are 4 J1772 chargers on level 4 of the Palazzo Self Park (entry through Palazzo, not Venetian, entrance) I was told by a security guard that there are also Tesla chargers and Model S adapters in the valet area. There could also be one in the job center, but I couldn't figure out how to get there.",1,0,1,0,0,1,0,1
1271,Seems to be in an employee-only garage,0,0,1,0,0,0,0,0
1272,"One of the charging heads is locked, so we are here in three places.",1,0,1,0,0,0,0,0
1273,Cheesecake Factory and Barnes & Noble; in a mall.,0,0,0,0,0,1,0,0
1274,Ground Error Error --01-16-2015Tried 3 times last month.,1,0,0,0,0,0,0,0
1275,"Part of the sheet was parked with loading capacities, very ruthless.",0,0,1,0,1,0,0,1
1276,"3 new 240 connectors, but all 3 are iced",0,0,1,0,0,0,0,0
1277,"Please call Raleigh PD if this place is ICE'd and ask them for the ticket. Every time I have that, they were polite and booked the ICE within 20 minutes.",0,0,1,0,0,0,0,0
1278,DCFC has out of service red error message,1,0,0,0,0,0,0,0
1279,"I used this charge for 5 days during my visit. Every day there were non-plug-in hybrids in the slots, or EVs that were not connected. Clearly, the sign reads ""EVA charge only.""",0,0,1,0,1,0,0,0
1280,"Level 2, wish CHaDemo was not bustle. but it works.",1,0,1,0,0,0,0,0
1281,DC Combo not ready for use,1,0,0,0,0,0,0,0
1282,"With his Model S cable and NEMA 14-50 socket, he found that his charging cable was getting pretty hot. Typically, this is due to a poor wiring connection somewhere and could be in the socket, not the cable (where the excess heat then flows from the socket through the wiring metal to the cable), which is why some Tesla Model S owners have withdrawn the power, say to 25 amps. He did so overnight and got a full charge.",1,0,0,0,0,0,1,1
1283,8 parking spaces with 4 chargers. Seems to be a great cooperative for those who work in the Bldg if you are parked during the day. Not so safe if you are looking for a fast charge in the middle of the day...,1,0,1,0,1,1,0,0
1284,"Do you switch it on and off or do you need maintenance? If so, please get in touch.",0,0,0,0,1,0,0,0
1285,It is a lower power 16A unit. Most installations now have 30A +. The location is certainly convenient.,0,0,0,0,0,1,1,0
1286,Beware when u open your Tesla hatch. hit dipped beam bears. otherwise great! Parking was free on Friday!,0,0,0,0,1,0,0,1
1287,Works again! Someone came out and told me that I couldn't charge here because it was a Nissan...,1,0,0,0,0,1,0,0
1288,"A Tesla owner pulled my load off, such an ass",0,0,0,0,1,0,0,0
1289,Saved me thank you. Need more station on the outskirts of town.,0,1,0,0,0,1,0,0
1290,Seems to charge my Model S successfully.,1,0,0,0,0,0,0,0
1291,"I downloaded the GE Wattstation app, created an account, and planned to load here while watching a movie at the Alamo Drawhouse. As I tried to activate the charging station, the app said ""restricted access."" I have no idea what the problem is. Fortunately, there are charging stations in downtown Dulles, two miles away (eVgo account required).",1,0,0,0,0,1,0,0
1292,The power is back on after the storm.,1,0,0,0,0,0,0,0
1293,3a would not connect. Tried several times today and yesterday.,1,0,0,0,0,0,0,0
1294,Used CHAdeMO charger for the first time. No charge and no card required.,1,0,0,1,0,0,0,0
1295,"One of the 120V sockets was dead, but the other was working. I was able to plug in and reach about 15 miles during a three-hour visit to the museum.",1,0,1,0,0,1,1,0
1296,2 Stations on Level 2 & 2 on Level 3,0,0,1,0,0,1,0,0
1297,I love this recharging point. I get an extra 20 miles on my Energi for the journey home.,0,1,0,0,0,1,0,1
1298,"PIP, charger shows finished, so I put you out",0,0,0,0,1,0,0,0
1299,"If you are using SAE charger, make sure you are fully plugged in. If the charger says you are communicating with the vehicle, you should see a yellow flashing light on the i3 or a solid amber light on the Spark. If you do not, you are not fully connected.",0,0,0,0,1,0,0,0
1300,"When I first used a charging station on port.net, I didn't know you needed a card to unlock the cables. Dan, the owner of the restaurant, found one in his office so I could charge. Great guy, really EV friendly - he doesn't charge to use electricity.",0,0,1,1,0,1,0,0
1301,Thanks for the call.,1,0,0,0,0,0,0,0
1302,"Chargepoint unit says out of service, but it will still release the charger after a long pause.",1,0,0,0,0,0,0,0
1303,"The second one has a volt on it, but looks fully charged. Cord could reach up to a point next to it if necessary. The third one sees ICEd in. I'm at the stomping ground if you need me to move me. Good band tonight. Thanks Cargill!",0,0,1,0,1,1,0,1
1304,I used both chargers last week and both work well.,1,0,0,0,0,0,0,0
1305,"Two Eaton charging stations, both functional, are located to the left of the library entrance on special electric mobile parking spaces.",1,0,1,0,0,1,0,0
1306,Thanks to the owner for making the charger available to the public.,0,0,0,0,0,1,0,0
1307,Built and leafed,0,0,0,0,0,0,0,1
1308,All the chargers seemed to be offline. I called the help number on one of the chargers and the customer service got the one I was connected to back online. Says it sends someone out to service all the chargers.,1,0,0,0,0,0,0,0
1309,out of order,1,0,0,0,0,0,0,0
1310,"The charging stations are located in the parking ramp behind the 21C Hotel (the ramp is 6 floors and is used by the court building and other companies).The ports are located on the 3rd level, outer wall near a staircase with the inscription ""reserved valet parking.""",0,0,1,0,0,0,0,0
1311,3 free Clipper Creek j1772s look great. ChargePoint unit is only Level 1. spi works and is used by the rav4s of the city,1,0,1,1,0,0,0,1
1312,"Had contacted UMKC in advance before I tried to use it (it turned out to be managed by a parking inspection service), the service advised me to use the device, but they could not find a way to pay for me (immediately) a garage access fee or buy a garage pass for my visit. Starting point. My advice is that visitors should only charge the reserved EVSE parking space to avoid a quote from the parking directory. The most difficult thing about using this EVSE was to find out if it would be a problem. Free access, free of charge.",1,0,0,1,1,1,0,0
1313,gas station and work on ChargePoint. No more harassment of the seller to get a fee!,1,0,0,0,0,1,0,0
1314,Works well... Merry Christmas,1,0,0,0,0,0,0,0
1315,I am Tesla owner in Eugene (85). Why Detroit Lake? Bend area would serve all in the Willamette Valley not only Salem and south Portland,0,0,0,0,1,0,0,1
1316,Rolled with 8 miles of range left. People in the dealership are nice.,0,1,0,0,0,1,0,0
1317,"With QC. One L2 occupied, one available.",1,0,1,0,0,0,0,0
1318,Only one is visible directly in front of the showroom between two parking lots on an island,0,0,0,0,1,1,0,0
1319,"New sign on the Chademo, which says, press stop before separating... Maybe this is how this unit breaks down again and again? See the picture I post.",1,0,0,0,1,0,0,0
